Year,Region Name,Region Code,AG.LND.AGRI.K2,AG.LND.TOTL.K2,AG.SRF.TOTL.K2,EG.ELC.COAL.ZS,EG.ELC.FOSL.ZS,EG.ELC.HYRO.ZS,EG.ELC.NGAS.ZS,EG.ELC.NUCL.ZS,EG.ELC.PETR.ZS,EG.ELC.RNEW.ZS,EG.ELC.RNWX.KH,EG.ELC.RNWX.ZS,EG.FEC.RNEW.ZS,EG.GDP.PUSE.KO.PP,EG.USE.COMM.CL.ZS,EG.USE.COMM.FO.ZS,EG.USE.ELEC.KH.PC,EN.ATM.CO2E.GF.KT,EN.ATM.CO2E.GF.ZS,EN.ATM.CO2E.KT,EN.ATM.CO2E.LF.KT,EN.ATM.CO2E.LF.ZS,EN.ATM.CO2E.PC,EN.ATM.CO2E.PP.GD,EN.ATM.CO2E.SF.KT,EN.ATM.CO2E.SF.ZS,EN.CO2.BLDG.ZS,EN.CO2.ETOT.ZS,EN.CO2.MANF.ZS,EN.CO2.OTHX.ZS,EN.CO2.TRAN.ZS,EN.POP.DNST,NY.GDP.TOTL.RT.ZS,SP.RUR.TOTL,SP.URB.TOTL
2007,Latin America & Caribbean,LCN,6934491.35,20041784.4,20425492.4,5.069556996,37.1505569,54.6245727,20.17494049,2.351849062,11.90605941,57.47090951,40160000000,3.149601784,28.7712692,9.45994453,7.795435774,72.94927444,1864.206638,403020.6674,24.20609521,1593209.14,961700.2411,60.3624607,2.794655389,0.228603147,141925.062,8.564407088,7.303419483,34.50470233,19.89064012,3.194839716,35.1049537,28.44514429,6.788224869,127156785,442898527
2007,Latin America & Caribbean (excluding high income),LAC,6606325.45,19021350,19386320,4.397029068,36.74756584,56.61686237,20.96388994,2.566231514,11.38664684,59.85645573,37280000000,3.190246461,29.1066633,9.663264549,8.054397751,72.21790942,1806.691961,343199.9741,23.12095646,1431736.146,876053.634,61.18820402,2.649375098,0.22359014,125042.4058,8.442313504,7.413103901,33.62168577,19.95253115,3.374348084,35.63755036,28.41045588,6.542951264,122293292,418111933
2007,Latin America & the Caribbean (IDA & IBRD countries),TLA,6865944.35,19913632,20289996,5.240514175,37.6164028,56.45682994,20.65317597,2.431158848,11.72271265,59.72494018,39744000000,3.222088076,29.12494164,9.478218814,7.905884088,72.89144696,1874.226847,393577.5047,24.56908893,1536883.704,918172.796,59.7425032,2.77460922,0.228551543,139487.1112,8.742531829,7.420970474,34.03614681,19.72686449,3.111614178,35.70218464,27.81561736,7.008226409,123923087,429986881
2007,Low & middle income,LMY,33980459.9,92149431.3,94652102.28,47.12667869,72.40604578,20.74559027,20.09258112,4.525628888,5.186785975,22.19238633,96003000000,1.104840101,24.7214617,5.80146849,4.034667309,79.58167785,1435.742704,2671486.651,16.58090229,15626291.39,3987112.221,25.51672394,2.830892742,0.445794154,8102465.477,49.60733021,8.249915353,49.30880267,25.06236875,2.80086385,14.57770318,59.90179605,9.214680408,3079236823,2438946213
2007,Lower middle income,LMC,9344046.05,21916998,22579567,39.56411804,72.44310791,17.39205423,26.21107483,6.705140671,6.667915037,20.24987661,34969000000,2.082789086,44.05934884,6.898786187,3.741571421,63.94312407,568.932667,614067.8506,19.92402447,2888209.874,840406.727,29.09784135,1.189283296,0.30695133,1316753.309,42.04415316,9.996114626,47.22512964,22.5506288,3.122571642,17.10515882,110.8057662,8.778582418,1590646059,837883698
2007,Middle East & North Africa,MEA,3747974,11226150,11388367.9,5.24125292,91.0614176,4.642050193,61.26806213,0,24.55210255,4.793486779,1319000000,0.137404102,2.289623802,8.442714316,0.567823343,98.38465761,2333.772034,745042.7632,38.32647614,1928724.656,957226.346,49.63001551,5.329011854,0.331715616,,3.057220211,11.64928949,43.23704669,18.56931519,2.285653663,24.25869497,32.23982719,30.05280116,139722085,222207051
2007,Middle East & North Africa (IDA & IBRD countries),TMN,1980189,8637780,8771940,2.460952198,89.56868931,8.412218967,63.52172348,0,23.58601362,8.661121625,1309000000,0.247190487,3.175876501,8.232430383,0.789118786,97.45246968,1423.195814,420601.2634,37.19897246,1127712.51,550339.693,48.80141775,3.613549929,0.342306552,34661.18889,2.493415277,18.92444586,35.93559843,15.98368015,3.561239351,25.59503621,36.12952066,27.05077512,131597676,180481175
2007,Middle East & North Africa (excluding high income),MNA,1983724,8643800,8777960,2.444445329,88.96790614,8.355793897,63.09565069,0,23.42781013,8.654303737,1309000000,0.245532454,3.229031879,8.232430383,0.789118786,97.45246968,1423.195814,423441.5029,37.1224413,1130037.388,552664.571,48.90675095,3.580902503,0.34179862,34895.24923,2.488285458,18.92444586,35.93559843,15.98368015,3.561239351,25.59503621,36.5086359,26.89347602,132524032,183049315
2007,Middle income,MIC,29254283.73,79510474,81736106,47.95807768,73.18082774,20.41401338,20.33809899,4.614069654,4.884651072,21.71694534,95989000000,1.126266846,23.02186697,5.834972888,4.064080399,80.55300852,1502.975175,2627912.489,16.71204861,15416150.71,3867516.424,25.08857451,3.064590675,0.449703508,7973201.187,49.8656152,8.265690053,49.56772072,24.98635221,2.675036844,14.50456947,63.26727496,9.064040449,2733073530,2295604087
2007,North America,NAC,4728660,18127564,19511834,44.79978127,65.95433035,12.45700815,19.3254647,18.77253124,1.829084376,14.9365367,1.24E+11,2.495446304,8.036398444,6.040889409,11.43986913,84.4874968,13955.28481,1426470.052,22.41342936,6361606.942,2643023.253,41.5464721,19.03617654,0.403801362,2226529.448,34.98437307,10.12768139,48.13604396,8.980791721,1.113086942,31.64271639,18.43519184,1.285352237,65883493,268301627
2007,OECD members,OED,12679395.2,35463063,37167629,36.63779852,62.26087439,12.23686558,21.60741217,21.02407074,4.015663702,15.70637171,3.79E+11,3.480523647,8.915406768,7.483715592,13.0039056,82.09193785,8139.363093,2943100.692,21.99642359,13376456.93,5595057.262,41.82764757,10.6144653,0.319292873,4500215.74,33.64280813,11.41271025,47.1821727,12.14902654,1.48448012,27.77161039,35.53585182,1.096599073,275473703,984736449
2007,Post-demographic dividend,PST,11020539.2,31354069.2,32996068.2,36.69137115,61.21899712,11.56019969,20.95973918,22.74416249,3.567886792,14.97883653,3.57E+11,3.423844058,8.36643974,7.261352582,13.7875645,81.74777789,9320.891154,2873372.538,22.86994429,12560523.76,5157323.805,41.05978304,11.87215338,0.323588241,4257285.486,33.88318523,11.41447114,47.51097255,12.2172912,1.385740775,27.47168735,33.7430502,0.919878225,222299912,835682019
2007,Pre-demographic dividend,PRE,6947135.75,17791611,18165321,0.131094025,35.92464392,42.99884009,24.55642113,0,11.23712876,51.32347235,1401000000,0.976929407,78.3577195,6.068997295,1.524928662,25.56821597,195.8700396,60917.21282,16.38926883,274307.8014,141531.8444,51.5959968,0.408002555,0.148442492,,1.010278842,11.13229347,28.31889081,13.17735413,3.200462161,44.17677643,37.78853039,22.69921426,434966774,237352059
2007,South Asia,SAS,2699360,4771577,5136164,55.580572,78.1341242,16.88007664,16.06164244,2.061416979,6.491909754,19.63285494,19278000000,1.983627659,46.9188596,7.51918388,2.345918437,66.04972487,492.3447826,152923.5819,9.061632876,1629457.119,419112.431,25.7209856,1.039192498,0.30651319,959978.4023,58.85425457,7.483011893,52.69370564,23.52363219,3.296620243,13.00303003,328.6131941,3.904465917,1101778773,466224386
2007,South Asia (IDA & IBRD),TSA,2699360,4771577,5136164,55.580572,78.1341242,16.88007664,16.06164244,2.061416979,6.491909754,19.63285494,19278000000,1.983627659,46.9188596,7.51918388,2.345918437,66.04972487,492.3447826,152923.5819,9.061632876,1629457.119,419112.431,25.7209856,1.039192498,0.30651319,959978.4023,58.85425457,7.483011893,52.69370564,23.52363219,3.296620243,13.00303003,328.6131941,3.904465917,1101778773,466224386
2007,Sub-Saharan Africa,SSF,8822662.34,21370678.3,21799167.28,60.21591316,68.8452217,17.20201099,5.425068806,2.714453253,3.204239729,20.65004442,2226000000,0.533920027,71.02304642,4.737489759,1.849174156,39.61722475,539.6807274,55435.36549,5.60607299,724727.7635,191807.4705,26.46614083,0.904882051,0.314267942,,56.80554988,7.688445015,57.11841396,11.97902137,2.507020774,20.70337927,37.47698271,14.6867172,524930653,275977888
2007,Sub-Saharan Africa (IDA & IBRD countries),TSS,8822662.34,21370678.3,21799167.28,60.21591316,68.8452217,17.20201099,5.425068806,2.714453253,3.204239729,20.65004442,2226000000,0.533920027,71.02304642,4.737489759,1.849174156,39.61722475,539.6807274,55435.36549,5.60607299,724727.7635,191807.4705,26.46614083,0.904882051,0.314267942,,56.80554988,7.688445015,57.11841396,11.97902137,2.507020774,20.70337927,37.47698271,14.6867172,524930653,275977888
2007,Sub-Saharan Africa (excluding high income),SSA,8821712.34,21368188.3,21796667.28,60.36388689,68.82693975,17.29255316,5.460018531,2.731940477,3.003034332,20.6534,1758000000,0.424383791,71.17274331,4.711398372,1.853012433,39.51914815,537.15808,54898.18103,5.640100529,720423.1893,188789.3755,26.20534406,0.900997643,0.314893632,,56.96480976,7.707280554,57.10836609,11.98016096,2.521055587,20.6793936,37.41935755,14.81621991,524169719,275414159
2007,Upper middle income,UMC,19910237.68,57593476,59156539,50.01733377,73.36183149,21.15537937,18.89732277,4.101080945,4.447174946,22.07657495,61020000000,0.891609218,15.8219159,5.514027832,4.161165406,85.57832109,2366.32264,2019033.993,15.97114064,12527912.27,3027125.314,24.16375506,4.81494388,0.503921547,6642731.091,51.66979549,7.894152168,50.07069631,25.50932417,2.578947055,13.9461993,45.17666661,9.138270179,1142427471,1457720389
2007,World,WLD,46868683.9,127403850.9,131587462.7,41.13753845,67.20416076,15.40203613,21.1955852,13.67004323,4.871037107,17.88139672,4.67E+11,2.349888148,16.90830508,6.620892246,8.265278235,81.19416166,2822.317564,5841716.04,19.57894991,29513157.39,9765944.269,33.09038008,4.421974357,0.376400813,12674319.25,41.7852956,9.471572781,48.81699634,19.06229727,2.092860022,20.55616582,52.38620027,3.625069223,3326573656,3345860453
2008,Arab World,ARB,4091069.6,11235341,11291058.9,1.533613318,90.32945623,3.179269043,61.62411273,0,27.17173019,3.36273905,1262000000,0.165959527,5.153669002,9.362698579,0.350603829,96.46673111,2065.102483,563542.7344,36.41550295,1491783.271,799108.973,53.56736387,4.408395616,0.300680847,,1.476108187,5.48389662,47.8250497,20.26163022,1.475944334,24.95666004,30.11888656,38.24947838,150318613,188077348
2008,Central Europe and the Baltics,CEB,536185.6,1103137.2,1134954,55.19768608,65.66299832,8.802549864,8.891238951,21.32540679,1.574073294,10.87320793,9821000000,2.068920479,11.84204946,7.264497903,10.557215,81.70598525,4048.765487,134428.553,17.89876619,751049.271,183665.362,24.4545024,7.152721928,0.363802671,406934.324,54.18210758,12.58961818,53.70699717,13.40382371,2.370366254,17.93197355,95.18479025,1.518431919,39979949,65021934
2008,Early-demographic dividend,EAR,13552239.68,33237849.06,34138978.35,32.02996658,78.28524312,16.74135606,33.10247795,1.457585101,13.15279859,19.01642264,59290000000,1.851213945,27.26458499,7.852306745,2.203530031,78.82466983,949.0268394,1344645.607,22.14844494,5871105.355,2287951.31,38.9696858,2.081482374,0.323763695,2104648.685,31.89820526,10.18485022,46.39540096,19.17786673,3.296515331,20.946743,84.86218799,13.90607534,1657709522,1162927073
2008,East Asia & Pacific,EAS,11794514.56,24423179.2,24861900.2,59.99702141,76.53129737,12.61847518,12.77405957,8.34873965,3.760216399,14.20488824,90054000000,1.450563856,14.75164434,6.069288478,5.679681559,84.54008587,2699.324581,760257.2345,6.759874026,11205668.32,2366902.055,21.12236404,5.147016578,0.494479348,7233036.225,64.39988883,6.329349235,50.43130804,29.23619849,2.060743923,11.94270015,89.14151283,4.765349033,1091047984,1086071158
2008,East Asia & Pacific (IDA & IBRD countries),TEA,7685719.556,15830070,16187311,71.73622781,80.49222456,16.1948178,6.938206255,1.700812101,1.817790493,17.64779566,51633000000,1.284001977,18.28836988,5.258527042,3.017389047,84.36508025,1969.345695,369931.4741,4.266818503,8636423.058,1398340.777,16.19120286,4.512902168,0.606673136,6096143.005,70.41433032,5.764789601,49.28852783,32.79028303,2.284938059,9.871329219,120.8913296,9.572758607,1048287102,865431108
2008,East Asia & Pacific (excluding high income),EAP,7712220.556,15950200,16307571,71.53135818,80.25646933,16.44976557,6.898411617,1.691056957,1.826699535,17.89427393,51633000000,1.276637481,18.20401176,5.258527042,3.02825223,84.39751332,1954.600049,370628.1361,4.232083837,8707515.638,1400813.03,16.08740183,4.492909403,0.610506656,6161430.979,70.59044752,5.712930298,48.98358748,33.06616903,2.440779162,9.796271931,121.5067679,9.571940799,1058003473,880053776
2008,Euro area,EMU,1212579.2,2676402.2,2758160,21.86197314,49.71810789,9.559159165,23.93867766,31.56990287,3.917457089,17.2412214,1.83E+11,7.681822301,10.89827248,9.57180315,18.27801708,74.39048733,6853.877451,703470.5901,26.56237203,2641688.465,1202684.325,45.52710666,7.902746655,0.221302455,642726.2013,24.31499386,17.18630317,39.88799612,13.88637039,2.201778931,26.83755139,124.8970446,0.232933756,84159852,250114873
2008,Europe & Central Asia,ECS,8065519.6,27441352.23,28464515.92,25.40095795,56.53545813,15.11437315,28.54379628,22.87302684,2.590703901,19.63669977,2.39E+11,4.486764693,9.358635476,7.619091539,13.29109505,81.35234459,5588.68739,2361149.921,33.81187023,6965499.498,2276199.261,32.67138159,7.906965604,0.306564597,2101217.697,30.12094734,14.90058074,47.99809154,13.77419384,2.336041038,20.99154868,32.10235606,2.498900362,260457097,618727580
2008,Europe & Central Asia (IDA & IBRD countries),TEC,6470568,22985384,23854919,31.09997399,70.02814118,15.52641672,37.07018807,13.9386936,1.857979117,15.85585755,6674000000,0.329440824,5.746959116,5.056384356,7.271173249,89.93664948,4076.738821,1385892.346,40.29943648,3428729.341,725424.275,21.15723357,7.849150461,0.514177352,1207612.5,35.01197297,12.48221503,55.69905944,14.25504589,2.670578311,14.89404566,19.00460232,11.1608256,153005051,282075648
2008,Europe & Central Asia (excluding high income),ECA,6165327,22393224,23247259,25.70812028,68.42874747,16.137693,40.92354788,15.11935363,1.797079307,16.25634964,2128000000,0.118656637,4.838908479,4.725575892,7.773586458,90.03081737,4194.33491,1324210.398,44.04883908,2994923.241,622502.586,20.78526012,8.010927498,0.540953978,954855.7839,31.64451105,12.31930991,55.86005768,14.44254281,2.620390707,14.75842256,16.69499412,13.58185197,126696712,245410648
2008,European Union,EUU,1726780.2,3996802.2,4142110,26.64408158,50.72941428,11.01300601,20.66686709,29.78487387,3.418465613,18.21959611,2.14E+11,7.205804477,12.10950353,9.193035407,17.48534296,74.83150619,6409.244151,824552.6277,24.23884273,3394285.21,1413833.852,41.65336041,7.716447383,0.237526475,1038222.263,30.57074641,16.0243921,42.72429301,13.75348731,2.276393018,25.22204436,110.0571537,0.401927966,120724015,319152659
2008,Fragile and conflict affected situations,FCS,5151727.16,16578048,16861098,2.197283479,49.8451229,39.63643123,22.49859692,0,25.1492425,43.44981097,161000000,0.046255575,59.2455043,6.995379113,2.399943618,51.13011432,489.1823066,139043.3903,19.87585882,613405.114,377547.2419,61.54941217,0.994517016,0.239430504,22578.13251,2.476791391,7.62522644,41.54695202,16.10355142,2.666722838,32.06807937,37.20504048,27.74269066,367295561,247744003
2008,High income,HIC,12779889.2,35239455.83,37134990.42,35.5834935,62.3987027,11.57382166,22.62022832,20.73788722,4.194980878,15.36421226,4.25E+11,3.781972028,8.836751655,7.77619803,12.87026111,82.37266736,9186.875428,3264309.294,23.78002057,13687132.57,5648476.77,41.26445484,11.76410248,0.304532341,4557279.15,32.62747246,11.35402711,48.14266096,12.52583927,1.313027413,26.6654365,33.01600194,2.542442676,245835643,917593414
2008,IBRD only,IBD,25818837.04,71004339,72982799,49.65103797,73.57480261,20.16798748,19.48461393,4.626793921,4.439150707,21.58258442,1.24E+11,1.398754839,18.59063234,6.196156941,4.285169715,83.58534511,1812.939096,2567745.417,15.12780071,16746591.28,4062867.318,24.26086151,3.858548124,0.462538429,9110716.058,52.90766892,8.032761907,49.48138266,25.17615112,2.59379772,14.71617746,61.1248225,10.98980418,2225325107,2114802511
2008,IDA & IBRD total,IBT,34541865.82,93509106.06,96039495.35,47.37007305,72.47413583,20.75297305,19.95123744,4.419374435,5.152825342,22.43435961,1.26E+11,1.357916987,24.03292093,6.161257067,4.095126642,80.02918162,1509.259277,2865577.505,15.92588925,17450702.41,4383193.433,25.11757596,3.092065486,0.440950667,9302848.413,51.07824654,8.300699662,48.97043079,24.91908265,2.671072838,15.13923664,60.35459279,11.16060611,3106011053,2535945582
2008,IDA blend,IDB,1942335.08,4369370,4457950,2.082642282,64.16854038,30.6813021,42.41367891,0.855474794,19.67221919,32.66637643,1461000000,0.772465188,60.83443371,5.632910378,1.640180984,45.69741086,366.5898988,211188.492,46.24720223,411228.381,128139.648,31.16021508,0.946506657,0.255191333,33495.80532,7.370946024,19.44840252,33.35866502,20.55983028,2.685158798,23.96060923,99.43529914,14.55914892,271270412,163199201
2008,IDA total,IDA,8723028.78,22504767.06,23056696.35,2.822439521,53.14137028,33.61247909,30.35697172,0.373310483,19.96195904,40.70854204,2525000000,0.58257662,66.5958624,5.754205779,1.976401847,40.53657372,290.9321638,340400.7451,35.16442333,700620.9037,320669.5094,45.76933228,0.537460561,0.20543326,65535.85532,6.978622328,15.60515433,35.04098361,17.91094373,4.777728548,26.67257421,57.92445648,13.47767856,880685946,421143071
2008,Late-demographic dividend,LTE,15317946.24,44554365,45821440.9,53.21548747,71.78633748,21.54905143,16.0313185,4.412260439,2.539531507,22.79642371,72512000000,1.15989033,15.40122857,5.512334226,4.661669291,85.58686813,2657.53022,1684486.004,13.89040694,11936792.85,2337568.079,19.58288217,5.540791199,0.541713406,7209621.538,58.72868959,6.736331228,50.43944162,28.13281493,2.326997773,12.36431943,48.35324384,10.99663325,1005353591,1148994484
2008,Latin America & Caribbean,LCN,6920651.3,20041784.4,20425492.4,4.258815454,38.1395032,53.7923219,21.73315298,2.347700136,12.14753476,56.7326527,41487000000,3.131499712,28.21165702,9.73615921,7.708720702,73.34611014,1917.58757,414513.874,23.58944733,1681479.255,1008416.372,59.97197819,2.91526812,0.227006831,144069.6936,8.237437222,6.740922101,34.31911445,20.6324356,3.465636746,34.84120142,28.77906131,7.223469294,126977410,449769447
2008,Latin America & Caribbean (excluding high income),LAC,6590734.3,19021350,19386320,3.47716392,37.74806193,55.88371948,22.85033351,2.556138724,11.4205645,59.0014431,37489000000,3.080959541,28.4173426,9.955725946,7.970188058,72.61109409,1861.245974,359802.4387,22.88571891,1516425.511,918411.151,60.56421132,2.77302456,0.221925891,123771.5725,7.889817741,6.828515631,33.30699623,20.85153327,3.664336081,35.34712801,28.74921754,7.188362019,122083900,424765029
